Hugo Symbol	Entrez Gene ID	GRCh37 Isoform	GRCh37 RefSeq	GRCh38 Isoform	GRCh38 RefSeq	# of occurrence within resources (Column D-J)	OncoKB Annotated	Is Oncogene	Is Tumor Suppressor Gene	MSK-IMPACT	MSK-HEME	FOUNDATION ONE	FOUNDATION ONE HEME	Vogelstein	SANGER CGC(05/30/2017)	Gene Aliases
FANCF	2188					2	No	No	No	No	No	No	Yes	No	Yes	
FCGR2B	2213					2	No	No	No	No	No	No	Yes	No	Yes	CD32, CD32B, FCG2, FCGR2
FCRL4	83417					2	No	No	No	No	No	No	Yes	No	Yes	CD307d, FCRH4, IGFP2, IRTA1
FES	2242	ENST00000328850	NM_002005	ENST00000328850	NM_002005	2	Yes	Yes	No	No	No	No	No	No	Yes	FPS
FGF10	2255					2	No	No	No	No	No	Yes	Yes	No	No	
FGF14	2259					2	No	No	No	No	No	Yes	Yes	No	No	FHF4, SCA27
FGF23	8074					2	No	No	No	No	No	Yes	Yes	No	No	
FGF6	2251					2	No	No	No	No	No	Yes	Yes	No	No	
FHIT	2272					2	No	No	No	No	No	No	Yes	No	Yes	FRA3B
FOXF1	2294	ENST00000262426	NM_001451.2	ENST00000262426	NM_001451.2	2	Yes	Yes	Yes	Yes	No	No	No	No	No	FKHL5, FREAC1
FOXO3	2309					2	No	No	No	No	No	No	Yes	No	Yes	AF6q21, FKHRL1, FOXO2, FOXO3A
FOXO4	4303					2	No	No	No	No	No	No	Yes	No	Yes	AFX1, MLLT7
FSTL3	10272					2	No	No	No	No	No	No	Yes	No	Yes	FLRG, FSRP
FURIN	5045	ENST00000268171	NM_001289823.1	ENST00000268171	NM_001289823.1	2	Yes	Yes	No	No	Yes	No	No	No	No	FUR, PACE, PCSK3
GAB1	2549	ENST00000262994	NM_002039.3	ENST00000262994	NM_002039.3	2	Yes	Yes	No	Yes	No	No	No	No	No	DFNB26
GAB2	9846	ENST00000361507	NM_080491.2	ENST00000361507	NM_080491.2	2	Yes	Yes	No	Yes	No	No	No	No	No	KIAA0571
GAS7	8522					2	No	No	No	No	No	No	Yes	No	Yes	KIAA0394, MGC1348
GID4	79018					2	No	No	No	No	No	Yes	Yes	No	No	C17orf39, VID24
GPHN	10243					2	No	No	No	No	No	No	Yes	No	Yes	KIAA1385
GTF2I	2969	ENST00000324896	NM_032999.3	ENST00000573035	NM_032999.3	2	Yes	Yes	No	No	Yes	No	No	No	No	BAP-135, BTKAP1, DIWS, IB291, TFII-I, WBSCR6
H1-5	3009	ENST00000331442	NM_005322.2	ENST00000331442	NM_005322.2	2	Yes	No	Yes	No	Yes	No	No	No	No	H1F5, H1b, H1s-3, HIST1H1B
H2BC8	8339	ENST00000244601	NM_003518	ENST00000541790	NM_003518	2	Yes	No	No	No	Yes	No	No	No	No	H2B.1A, H2B/a, H2BFA, HIST1H2BG
H4C9	8294					2	No	No	No	No	No	No	Yes	No	Yes	H4/m, H4FM, HIST1H4I
HERPUD1	9709					2	No	No	No	No	No	No	Yes	No	Yes	HERP, KIAA0025, Mif1, SUP
HEY1	23462					2	No	No	No	No	No	No	Yes	No	Yes	CHF-2, CHF2, HERP2, HESR-1, HESR1, HRT-1, bHLHb31
HIP1	3092					2	No	No	No	No	No	No	Yes	No	Yes	
HLA-C	3107	ENST00000376228	NM_002117.5	ENST00000376228	NM_002117.5	2	Yes	No	Yes	Yes	No	No	No	No	No	D6S204, HLA-JY3, PSORS1
HLF	3131					2	No	No	No	No	No	No	Yes	No	Yes	MGC33822
HOXA11	3207					2	No	No	No	No	No	No	Yes	No	Yes	HOX1, HOX1I
HOXA13	3209					2	No	No	No	No	No	No	Yes	No	Yes	HOX1J
HOXA9	3205					2	No	No	No	No	No	No	Yes	No	Yes	HOX1G
HOXC11	3227					2	No	No	No	No	No	No	Yes	No	Yes	HOX3H
HOXC13	3229					2	No	No	No	No	No	No	Yes	No	Yes	HOX3, HOX3G
HOXD11	3237					2	No	No	No	No	No	No	Yes	No	Yes	HOX4F
HOXD13	3239					2	No	No	No	No	No	No	Yes	No	Yes	HOX4I, SPD
HSP90AA1	3320					2	No	No	No	No	No	No	Yes	No	Yes	FLJ31884, HSP90N, HSPC1, HSPCA, Hsp89, Hsp90
HSP90AB1	3326					2	No	No	No	No	No	No	Yes	No	Yes	HSPC2, HSPCB
IGH	3492					2	No	No	No	No	No	No	Yes	No	Yes	IGH@, IGHDY1
IGK	50802					2	No	No	No	No	No	No	Yes	No	Yes	IGK@
IGL	3535					2	No	No	No	No	No	No	Yes	No	Yes	IGL@
IL21R	50615					2	No	No	No	No	No	No	Yes	No	Yes	CD360
IL3	3562	ENST00000296870	NM_000588.3	ENST00000296870	NM_000588.3	2	Yes	Yes	No	No	No	No	Yes	No	No	IL-3, MCGF, MGC79398, MGC79399, MULTI-CSF
IL6ST	3572	ENST00000336909	NM_002184.3	ENST00000336909	NM_002184.3	2	Yes	Yes	No	No	No	No	No	No	Yes	CD130, GP130, IL-6RB, sGP130
ITK	3702					2	No	No	No	No	No	No	Yes	No	Yes	EMT, LYK, PSCTK2
KBTBD4	55709	ENST00000395288	NM_016506.5	ENST00000395288	NM_016506.5	2	Yes	No	No	Yes	No	No	No	No	No	BKLHD4, FLJ10450, HSPC252
KDSR	2531					2	No	No	No	No	No	No	Yes	No	Yes	DHSR, FVT1, SDR35C1
KIF5B	3799					2	No	No	No	No	No	No	Yes	No	Yes	KNS, KNS1
KLF5	688	ENST00000377687	NM_001730.4	ENST00000377687	NM_001730.4	2	Yes	Yes	No	Yes	No	No	No	No	No	BTEB2, IKLF
KLHL6	89857					2	No	No	No	No	No	Yes	Yes	No	No	FLJ00029
KSR2	283455	ENST00000339824		ENST00000339824		2	Yes	Yes	No	No	Yes	No	No	No	No	FLJ25965
LASP1	3927					2	No	No	No	No	No	No	Yes	No	Yes	Lasp-1, MLN50
LEF1	51176					2	No	No	No	No	No	No	Yes	No	Yes	TCF10, TCF1ALPHA, TCF7L3
LPP	4026					2	No	No	No	No	No	No	Yes	No	Yes	
LTB	4050	ENST00000376117	NM_002341.1	ENST00000376117	NM_002341.1	2	Yes	Yes	Yes	No	Yes	No	No	No	No	TNFC, TNFSF3
LTK	4058	ENST00000263800	NM_002344	ENST00000263800	NM_002344	2	Yes	Yes	No	No	No	Yes	No	No	No	TYK1
LYL1	4066					2	No	No	No	No	No	No	Yes	No	Yes	bHLHa18
MAD2L2	10459	ENST00000235310	NM_001127325.1	ENST00000235310	NM_001127325.1	2	Yes	Yes	Yes	Yes	No	No	No	No	No	FANCV, MAD2B, POLZ2, REV7
MEF2C	4208	ENST00000437473	NM_001193350	ENST00000437473	NM_001193350	2	Yes	Yes	Yes	No	No	No	Yes	No	No	
MERTK	10461	ENST00000295408	NM_006343.2	ENST00000295408	NM_006343.2	2	Yes	Yes	No	No	No	Yes	No	No	No	RP38, Tyro12, c-Eyk, mer
MGAM	8972	ENST00000549489	NM_004668.2	ENST00000549489	NM_004668.2	2	Yes	Yes	No	No	Yes	No	No	No	No	
MKI67	4288	ENST00000368654	NM_002417	ENST00000368654	NM_002417	2	Yes	Yes	No	No	No	No	Yes	No	No	MIB-1, PPP1R105
MLF1	4291					2	No	No	No	No	No	No	Yes	No	Yes	
MLLT6	4302					2	No	No	No	No	No	No	Yes	No	Yes	AF17, FLJ23480
MN1	4330					2	No	No	No	No	No	No	Yes	No	Yes	MGCR, MGCR1, MGCR1-PEN
MOB3B	79817	ENST00000262244	NM_024761.4	ENST00000262244	NM_024761.4	2	Yes	No	Yes	No	Yes	No	No	No	No	C9orf35, FLJ13204, MOB1D, MOBKL2B
MPEG1	219972	ENST00000361050	NM_001039396.1	ENST00000361050	NM_001039396.1	2	Yes	No	No	No	Yes	No	No	No	No	MPG1
MRTFA	57591					2	No	No	No	No	No	No	Yes	No	Yes	BSAC, KIAA1438, MKL, MKL1, MRTF-A
MSN	4478					2	No	No	No	No	No	No	Yes	No	Yes	
MUC1	4582					2	No	No	No	No	No	No	Yes	No	Yes	ADMCKD, ADMCKD1, CD227, MCD, MCKD, MCKD1, PEM, PUM
MYH9	4627					2	No	No	No	No	No	No	Yes	No	Yes	DFNA17, EPSTS, FTNS, MHA, NMHC-II-A, NMMHCA
NADK	65220	ENST00000341426	NM_001198993.1	ENST00000341426	NM_001198993.1	2	Yes	Yes	No	Yes	No	No	No	No	No	FLJ13052
NCOA2	10499					2	No	No	No	No	No	No	Yes	No	Yes	KAT13C, NCoA-2, TIF2, bHLHe75
NDRG1	10397					2	No	No	No	No	No	No	Yes	No	Yes	CAP43, NDR1, RTP, TDD5
NFE2	4778	ENST00000312156	NM_001136023.2	ENST00000312156	NM_001136023.2	2	Yes	Yes	No	No	Yes	No	No	No	No	NF-E2
NFKB2	4791					2	No	No	No	No	No	No	Yes	No	Yes	LYT-10, NF-kB2, p49/p100
NIN	51199					2	No	No	No	No	No	No	Yes	No	Yes	
NRG1	3084	ENST00000405005	NM_013964.3	ENST00000405005	NM_013964.3	2	Yes	Yes	No	No	No	No	No	No	Yes	GGF, HGL, NDF, NRG1-IT2
NUMA1	4926					2	No	No	No	No	No	No	Yes	No	Yes	
NUTM2A	728118					2	No	No	No	No	No	No	Yes	No	Yes	FAM22A
PAFAH1B2	5049					2	No	No	No	No	No	No	Yes	No	Yes	
PAX3	5077					2	No	No	No	No	No	No	Yes	No	Yes	HUP2, WS1
PAX7	5081					2	No	No	No	No	No	No	Yes	No	Yes	Hup1
PAX8	7849	ENST00000263334	NM_003466.3	ENST00000348715	NM_003466.3	2	Yes	Yes	No	No	No	No	No	No	Yes	
PBX1	5087					2	No	No	No	No	No	No	Yes	No	Yes	
PCM1	5108					2	No	No	No	No	No	No	Yes	No	Yes	PTC4
PDE4DIP	9659					2	No	No	No	No	No	No	Yes	No	Yes	CMYA2, KIAA0454, KIAA0477, MMGL
PDK1	5163					2	No	No	No	No	No	Yes	Yes	No	No	
PDS5B	23047	ENST00000315596	NM_015032.3	ENST00000315596	NM_015032.3	2	Yes	No	Yes	No	Yes	No	No	No	No	APRIN, AS3, CG008, FLJ23236, KIAA0979
PER1	5187					2	No	No	No	No	No	No	Yes	No	Yes	PER, RIGUI
PGBD5	79605	ENST00000525115	NM_001258311.1	ENST00000525115	NM_001258311.1	2	Yes	Yes	No	Yes	No	No	No	No	No	DKFZp761A0620, FLJ11413
PICALM	8301					2	No	No	No	No	No	No	Yes	No	Yes	CLTH
PIGA	5277	ENST00000333590	NM_002641.3	ENST00000333590	NM_002641.3	2	Yes	No	Yes	No	Yes	No	No	No	No	GPI3
PLAG1	5324					2	No	No	No	No	No	No	Yes	No	Yes	ZNF912
PML	5371					2	No	No	No	No	No	No	Yes	No	Yes	MYL, RNF71, TRIM19
POU2AF1	5450					2	No	No	No	No	No	No	Yes	No	Yes	BOB1, OBF1
PPP2R2A	5520	ENST00000380737	NM_002717.3	ENST00000380737	NM_002717.3	2	Yes	No	Yes	No	No	Yes	No	No	No	B55A, B55alpha, PR52A, PR55A, PR55alpha
PRDM16	63976					2	No	No	No	No	No	No	Yes	No	Yes	KIAA1675, KMT8F, MEL1, MGC166915, PFM13
PRKACA	5566	ENST00000308677	NM_002730.3	ENST00000308677	NM_002730.3	2	Yes	Yes	No	No	No	No	No	No	Yes	PKACa
PRRX1	5396					2	No	No	No	No	No	No	Yes	No	Yes	PHOX1, PMX1
PSIP1	11168					2	No	No	No	No	No	No	Yes	No	Yes	DFS70, LEDGF, PSIP2
PTPN1	5770	ENST00000371621	NM_001278618.1	ENST00000371621	NM_001278618.1	2	Yes	Yes	Yes	No	Yes	No	No	No	No	PTP1B
PTPRO	5800					2	No	No	No	No	No	Yes	Yes	No	No	GLEPP1, NPHS6, PTP-U2, PTP-oc, PTPU2
QKI	9444					2	No	No	No	No	No	Yes	No	No	Yes	QK3
RABEP1	9135					2	No	No	No	No	No	No	Yes	No	Yes	RAB5EP, RABPT5, neurocrescin, rabaptin-5
RAP1GDS1	5910					2	No	No	No	No	No	No	Yes	No	Yes	SmgGDS
RELN	5649	ENST00000428762	NM_005045.3	ENST00000428762	NM_005045.3	2	Yes	No	No	No	No	No	Yes	No	No	PRO1598, RL
REST	5978	ENST00000309042	NM_001193508.1	ENST00000309042	NM_001193508.1	2	Yes	No	Yes	Yes	No	No	No	No	No	DFNA27, NRSF, XBR
RHOH	399					2	No	No	No	No	No	No	Yes	No	Yes	ARHH, TTF
RNF213	57674					2	No	No	No	No	No	No	Yes	No	Yes	ALO17, C17orf27, KIAA1554, KIAA1618, MYMY2, NET57
ROBO1	6091	ENST00000464233	NM_002941.3	ENST00000464233	NM_002941.3	2	Yes	No	Yes	No	Yes	No	No	No	No	DUTT1, FLJ21882, SAX3
RPL22	6146					2	No	No	No	No	No	No	Yes	No	Yes	EAP, L22
RPN1	6184					2	No	No	No	No	No	No	Yes	No	Yes	
RSPO2	340419					2	No	No	No	No	No	Yes	No	No	Yes	MGC35555
SAMHD1	25939	ENST00000262878	NM_015474.3	ENST00000646673	NM_015474.3	2	Yes	No	Yes	No	Yes	No	No	No	No	AGS5, HDDC1, MOP-5, Mg11, SBBI88
SCG5	6447	ENST00000300175	NM_001144757.1	ENST00000300175	NM_001144757.1	2	Yes	Yes	No	Yes	No	No	No	No	No	7B2, SGNE1, SgV
SDC4	6385					2	No	No	No	No	No	Yes	No	No	Yes	SYND4, amphiglycan, ryudocan
SERPINB3	6317	ENST00000283752	NM_006919.2	ENST00000283752	NM_006919.2	2	Yes	Yes	Yes	Yes	No	No	No	No	No	HsT1196, SCC, SCCA1, T4-A
SERPINB4	6318	ENST00000341074	NM_002974.3	ENST00000341074	NM_002974.3	2	Yes	No	No	Yes	No	No	No	No	No	LEUPIN, PI11, SCCA-2, SCCA2
SETD1A	9739	ENST00000262519	NM_014712.2	ENST00000262519	NM_014712.2	2	Yes	Yes	No	No	Yes	No	No	No	No	KIAA0339, KMT2F, SET1A, Set1
SETD1B	23067	ENST00000604567	XM_005253858.3	ENST00000604567	XM_005253858.3	2	Yes	No	No	No	Yes	No	No	No	No	KIAA1076, KMT2G, Set1B
SETD3	84193	ENST00000331768	NM_032233.2	ENST00000331768	NM_032233.2	2	Yes	No	No	No	Yes	No	No	No	No	C14orf154, FLJ23027
SETD4	54093	ENST00000332131	NM_017438.4	ENST00000332131	NM_017438.4	2	Yes	No	No	No	Yes	No	No	No	No	C21orf18, C21orf27
SETD5	55209	ENST00000402198	NM_001080517.2	ENST00000402198	NM_001080517.2	2	Yes	No	No	No	Yes	No	No	No	No	FLJ10707
SETD6	79918	ENST00000219315	NM_001160305.1	ENST00000219315	NM_001160305.1	2	Yes	No	No	No	Yes	No	No	No	No	FLJ21148
SETD7	80854	ENST00000274031	NM_001306199.1	ENST00000274031	NM_001306199.1	2	Yes	No	No	No	Yes	No	No	No	No	KIAA1717, KMT7, SET7, SET7/9, Set9
SETDB2	83852	ENST00000354234	NM_031915.2	ENST00000317257	NM_031915.2	2	Yes	No	Yes	No	Yes	No	No	No	No	C13orf4, CLLD8, CLLL8, KMT1F
SH3GL1	6455					2	No	No	No	No	No	No	Yes	No	Yes	CNSA1, EEN, MGC111371, SH3D2B, SH3P8
SLC34A2	10568					2	No	No	No	No	No	Yes	No	No	Yes	NAPI-3B
SLFN11	91607	ENST00000308377	NM_001104587.1	ENST00000308377	NM_001104587.1	2	Yes	No	Yes	Yes	No	No	No	No	No	FLJ34922
SMARCA2	6595	ENST00000349721	NM_001289396.1	ENST00000349721	NM_001289396.1	2	Yes	No	Yes	Yes	No	No	No	No	No	BAF190, BRM, SNF2, SNF2L2, SNF2LA, SWI2, Sth1p, hBRM, hSNF2a
SMG1	23049	ENST00000446231	NM_015092.4	ENST00000446231	NM_015092.4	2	Yes	No	Yes	No	Yes	No	No	No	No	KIAA0421, LIP
SOCS3	9021	ENST00000330871	NM_003955.4	ENST00000330871	NM_003955.4	2	Yes	No	Yes	No	No	No	Yes	No	No	CIS3, Cish3, SOCS-3, SSI-3
SP140	11262	ENST00000392045	NM_007237.4	ENST00000392045	NM_007237.4	2	Yes	No	Yes	No	Yes	No	No	No	No	LYSP100-A, LYSP100-B
SPRTN	83932	ENST00000295050	NM_032018.6	ENST00000295050	NM_032018.6	2	Yes	No	Yes	Yes	No	No	No	No	No	C1orf124, DKFZP547N043, DVC1, Spartan
SRSF3	6428					2	No	No	No	No	No	No	Yes	No	Yes	SFRS3, SRp20
SSX1	6756					2	No	No	No	No	No	No	Yes	No	Yes	CT5.1
SSX2	6757					2	No	No	No	No	No	No	Yes	No	Yes	CT5.2a, HD21, HOM-MEL-40, MGC119055, MGC15364, MGC3884, SSX
SSX4	6759					2	No	No	No	No	No	No	Yes	No	Yes	CT5.4
STAG1	10274	ENST00000383202	NM_005862.2	ENST00000383202	NM_005862.2	2	Yes	No	Yes	No	Yes	No	No	No	No	SA-1, SA1, SCC3A
TAF15	8148					2	No	No	No	No	No	No	Yes	No	Yes	Npl3, RBP56, TAF2N, hTAFII68
TAL2	6887					2	No	No	No	No	No	No	Yes	No	Yes	bHLHa19
TET3	200424	ENST00000409262	NM_144993	ENST00000409262	NM_144993	2	Yes	No	Yes	No	Yes	No	No	No	No	MGC22014, hCG_40738
TFG	10342					2	No	No	No	No	No	No	Yes	No	Yes	FLJ36137, SPG57, TF6
TNFRSF17	608					2	No	No	No	No	No	No	Yes	No	Yes	BCM, BCMA, CD269, TNFRSF13A
TPM3	7170					2	No	No	No	No	No	No	Yes	No	Yes	NEM1, TRK
TPM4	7171					2	No	No	No	No	No	No	Yes	No	Yes	
TRA	6955					2	Yes	Yes	No	No	No	No	No	No	Yes	TCRA, TRA@
TRB	6957					2	Yes	Yes	No	No	No	No	No	No	Yes	TCRB, TRB@
TRD	6964					2	Yes	Yes	No	No	No	No	No	No	Yes	TCRD, TCRDV1, TRD@
TRG	6965					2	Yes	Yes	No	No	No	No	Yes	No	No	TCRG, TRG@
TRIM24	8805					2	No	No	No	No	No	No	Yes	No	Yes	RNF82, TIF1, TIF1A, Tif1a, hTIF1
TRIM27	5987	ENST00000377199	NM_006510	ENST00000377199	NM_006510	2	Yes	Yes	No	No	No	No	No	No	Yes	RFP, RNF76
TRIP11	9321					2	No	No	No	No	No	No	Yes	No	Yes	CEV14, GMAP-210, GMAP210, Trip230
TRIP13	9319	ENST00000166345	NM_004237.3	ENST00000166345	NM_004237.3	2	Yes	Yes	Yes	Yes	No	No	No	No	No	16E1BP
USP6	9098					2	No	No	No	No	No	No	Yes	No	Yes	HRP1, TRE17, TRESMCR, Tre-2, Tre2
VAV1	7409	ENST00000602142	NM_005428.3	ENST00000602142	NM_005428.3	2	Yes	Yes	No	No	Yes	No	No	No	No	VAV
VAV2	7410	ENST00000371850	NM_001134398.1	ENST00000371850	NM_001134398.1	2	Yes	Yes	No	No	Yes	No	No	No	No	
WIF1	11197	ENST00000286574	NM_007191.4	ENST00000286574	NM_007191.4	2	Yes	No	Yes	No	No	No	No	No	Yes	
ZBTB16	7704					2	No	No	No	No	No	No	Yes	No	Yes	PLZF, ZNF145
ZMYM2	7750					2	No	No	No	No	No	No	Yes	No	Yes	FIM, RAMP, ZNF198
ZNF217	7764					2	No	No	No	No	No	Yes	Yes	No	No	ZABC1
ZNF384	171017					2	No	No	No	No	No	No	Yes	No	Yes	CAGH1A, CIZ, NMP4, TNRC1
ZNF521	25925					2	No	No	No	No	No	No	Yes	No	Yes	EHZF, Evi3
ZNF703	80139					2	No	No	No	No	No	Yes	Yes	No	No	FLJ14299, NLZ1, ZEPPO1, ZNF503L, Zpo1
ZNRF3	84133	ENST00000544604	NM_001206998.1	ENST00000544604	NM_001206998.1	2	Yes	No	Yes	Yes	No	No	No	No	No	BK747E2.3, FLJ22057, KIAA1133, RNF203
ACSL3	2181					1	No	No	No	No	No	No	No	No	Yes	FACL3, PRO2194
ACSL6	23305					1	No	No	No	No	No	No	Yes	No	No	FACL6, KIAA0837, LACS5
ACTB	60					1	No	No	No	No	No	No	Yes	No	No	
ACVR2A	92					1	No	No	No	No	No	No	No	No	Yes	ACTRII, ACVR2
ADGRA2	25960					1	No	No	No	No	No	No	Yes	No	No	DKFZp434C211, DKFZp434J0911, FLJ14390, GPR124, KIAA1531, TEM5
ADHFE1	137872	ENST00000396623	NM_144650	ENST00000396623	NM_144650	1	Yes	Yes	No	No	No	No	No	No	No	FLJ32430
AFF3	3899					1	No	No	No	No	No	No	No	No	Yes	LAF4, MLLT2-like
AJUBA	84962	ENST00000262713	NM_032876.5	ENST00000262713	NM_032876.5	1	Yes	No	Yes	No	No	No	No	No	No	JUB, MGC15563
ALDH2	217	ENST00000261733	NM_000690	ENST00000261733	NM_000690	1	Yes	No	Yes	No	No	No	No	No	No	
APH1A	51107					1	No	No	No	No	No	No	Yes	No	No	APH-1A, CGI-78
APOBEC3B	9582					1	No	No	No	No	No	No	No	No	Yes	FLJ21201, PHRBNL
ASMTL	8623					1	No	No	No	No	No	No	Yes	No	No	
ASPSCR1	79058					1	No	No	No	No	No	No	No	No	Yes	ASPL, ASPS, TUG, UBXD9, UBXN9
ATG5	9474					1	No	No	No	No	No	No	Yes	No	No	APG5, APG5L, hAPG5
ATP2B3	492					1	No	No	No	No	No	No	No	No	Yes	CFAP39, CLA2, PMCA3, SCAX1
ATRIP	84126	ENST00000320211	NM_130384	ENST00000320211	NM_130384	1	Yes	No	Yes	No	No	No	No	No	No	FLJ12343, MGC20625, MGC21482, MGC26740
BAALC	79870	ENST00000297574	null	ENST00000297574	null	1	Yes	Yes	No	No	No	No	No	No	No	
BAX	581					1	No	No	No	No	No	No	No	No	Yes	BCL2L4
BCL9L	283149					1	No	No	No	No	No	No	No	No	Yes	B9L, Bcl9-2, DLNB11
BTLA	151888					1	No	No	No	No	No	No	Yes	No	No	BTLA1, CD272
BUB1B	701					1	No	No	No	No	No	No	No	No	Yes	BUBR1, Bub1A, MAD3L, SSK1
CACNA1D	776					1	No	No	No	No	No	No	No	No	Yes	CACH3, CACN4, CACNL1A2, CCHL1A2, Cav1.3
CAD	790					1	No	No	No	No	No	No	Yes	No	No	
CANT1	124583					1	No	No	No	No	No	No	No	No	Yes	SCAN-1, SHAPY
CBLB	868					1	No	No	No	No	No	No	No	No	Yes	Cbl-b, RNF56
CBLC	23624					1	No	No	No	No	No	No	No	No	Yes	CBL-3, CBL-SL, RNF57
CCDC6	8030					1	No	No	No	No	No	No	No	No	Yes	D10S170, H4, TPC, TST1
CCN6	8838					1	No	No	No	No	No	No	Yes	No	No	WISP-3, WISP3
CCNB1IP1	57820					1	No	No	No	No	No	No	No	No	Yes	C14orf18, HEI10
CCNB3	85417	ENST00000276014	NM_033031.2	ENST00000276014	NM_033031.2	1	Yes	Yes	No	No	No	No	No	No	No	
CCT6B	10693					1	No	No	No	No	No	No	Yes	No	No	Cctz2, TSA303
CD36	948					1	No	No	No	No	No	No	Yes	No	No	GP3B, GP4, GPIV, SCARB3
CDH11	1009					1	No	No	No	No	No	No	No	No	Yes	CAD11
CHCHD7	79145					1	No	No	No	No	No	No	No	No	Yes	COX23, MGC2217
CHD2	1106					1	No	No	No	No	No	No	Yes	No	No	DKFZp547I1315, DKFZp686E01200, DKFZp781D1727, FLJ38614
CHD4	1108					1	No	No	No	No	No	No	No	No	Yes	Mi-2b, Mi2-BETA
CHIC2	26511					1	No	No	No	No	No	No	Yes	No	No	BTL
CHN1	1123					1	No	No	No	No	No	No	Yes	No	No	ARHGAP2, CHN, DURS2, n-chimerin
CHTF8	54921	ENST00000398235	NM_001039690	ENST00000398235	NM_001039690	1	Yes	No	Yes	No	No	No	No	No	No	CTF8, FLJ20400
CILK1	22858					1	No	No	No	No	No	No	Yes	No	No	ICK, KIAA0936, LCK2, MGC46090
CKS1B	1163					1	No	No	No	No	No	No	Yes	No	No	ckshs1
CLIP1	6249					1	No	No	No	No	No	No	No	No	Yes	CLIP-170, CLIP170, CYLN1, RSN
CLP1	10978					1	No	No	No	No	No	No	Yes	No	No	HEAB, hClp1
CNBP	7555					1	No	No	No	No	No	No	No	No	Yes	CNBP1, DM2, RNF163, ZCCHC22, ZNF9
CNOT3	4849					1	No	No	No	No	No	No	No	No	Yes	KIAA0691, LENG2, NOT3, NOT3H
COL2A1	1280					1	No	No	No	No	No	No	No	No	Yes	AOM, SEDC, STL1
CPS1	1373					1	No	No	No	No	No	No	Yes	No	No	
CRTC1	23373					1	No	No	No	No	No	No	No	No	Yes	FLJ14027, KIAA0616, MECT1, TORC1
CRTC3	64784					1	No	No	No	No	No	No	No	No	Yes	FLJ21868
CSF1	1435					1	No	No	No	No	No	No	Yes	No	No	M-CSF, MCSF, MGC31930
CUL4A	8451					1	No	No	No	No	No	Yes	No	No	No	
CYP17A1	1586					1	No	No	No	No	No	Yes	No	No	No	CPT7, CYP17, P450C17, S17AH
DAZAP1	26528	ENST00000233078	NM_018959.3	ENST00000233078	NM_018959.3	1	Yes	No	No	No	No	No	No	No	No	MGC19907
DCTN1	1639					1	No	No	No	No	No	No	No	No	Yes	
DDB2	1643					1	No	No	No	No	No	No	No	No	Yes	DDBB, FLJ34321, UV-DDB2, XPE
DDR1	780					1	No	No	No	No	No	Yes	No	No	No	CAK, CD167, EDDR1, NEP, NTRK4, PTK3A, RTK6
DDX4	54514	ENST00000505374	NM_024415.2	ENST00000505374	NM_024415.2	1	Yes	Yes	No	No	No	No	No	No	No	VASA
DDX41	51428	ENST00000507955	NM_016222.2	ENST00000330503	NM_016222.2	1	Yes	No	Yes	No	No	No	No	No	No	ABS, MGC8828
DDX5	1655					1	No	No	No	No	No	No	No	No	Yes	G17P1, HLR1, p68
DKK1	22943	ENST00000373970	NM_012242.2	ENST00000373970	NM_012242.2	1	Yes	No	No	No	No	No	No	No	No	DKK-1, SK
DKK2	27123	ENST00000285311	NM_014421.2	ENST00000285311	NM_014421.2	1	Yes	No	No	No	No	No	No	No	No	
DKK3	27122	ENST00000326932	NM_001018057.1	ENST00000326932	NM_001018057.1	1	Yes	No	No	No	No	No	No	No	No	REIC
DKK4	27121	ENST00000220812	NM_014420.2	ENST00000220812	NM_014420.2	1	Yes	No	No	No	No	No	No	No	No	
DUSP2	1844					1	No	No	No	No	No	No	Yes	No	No	PAC-1
DUSP9	1852					1	No	No	No	No	No	No	Yes	No	No	MKP-4, MKP4
ECSIT	51295	ENST00000270517	NM_016581	ENST00000270517	NM_016581	1	Yes	Yes	No	No	No	No	No	No	No	SITPEC
EIF2B1	1967	ENST00000424014	NM_001414	ENST00000424014	NM_001414	1	Yes	No	Yes	No	No	No	No	No	No	EIF-2B, EIF-2Balpha, EIF2B, EIF2BA
EIF3E	3646					1	No	No	No	No	No	No	No	No	Yes	EIF3S6, INT6, eIF3-p48
ELK4	2005					1	No	No	No	No	No	No	No	No	Yes	
ELN	2006					1	No	No	No	No	No	No	Yes	No	No	SVAS, WBS, WS
ELP2	55250					1	No	No	No	No	No	No	Yes	No	No	FLJ10879, STATIP1, StIP
EPHB4	2050					1	No	No	No	No	No	Yes	No	No	No	HTK, Tyro11
ERC1	23085					1	No	No	No	No	No	No	No	No	Yes	CAST2, ELKS, KIAA1081, MGC12974, RAB6IP2
ETS1	2113					1	No	No	No	No	No	No	Yes	No	No	ETS-1, EWSR2, FLJ10768
EXOSC6	118460					1	No	No	No	No	No	No	Yes	No	No	EAP4, MTR3, Mtr3p, hMtr3p, p11
EXT2	2132					1	No	No	No	No	No	No	No	No	Yes	SOTV
FAF1	11124					1	No	No	No	No	No	No	Yes	No	No	CGI-03, HFAF1s, UBXD12, UBXN3A, hFAF1
FAT4	79633					1	No	No	No	No	No	No	No	No	Yes	CDHF14, CDHR11, FAT-J
FBXO31	79791					1	No	No	No	No	No	No	Yes	No	No	
